gene	transcript	protein_change	score	pvalue	qvalue	info
SLC5A10	ENST00000395647	.	.	4.456339e-01	1	.
PPP2R5B	ENST00000164133	.	.	4.456492e-01	1	.
TMCC1	ENST00000393238	.	.	4.458068e-01	1	.
ST5	ENST00000534127	.	.	4.458979e-01	1	.
CD164L2	ENST00000374027	.	.	4.460151e-01	1	.
VKORC1L1	ENST00000360768	.	.	4.461018e-01	1	.
GSTZ1	ENST00000216465	.	.	4.464919e-01	1	.
TMEM129	ENST00000382936	.	.	4.464994e-01	1	.
FIBCD1	ENST00000372338	.	.	4.465131e-01	1	.
PCSK4	ENST00000300954	.	.	4.465960e-01	1	.
DDX18	ENST00000263239	.	.	4.466596e-01	1	.
SCNM1	ENST00000368905	.	.	4.467064e-01	1	.
MAN1A2	ENST00000356554	.	.	4.467283e-01	1	.
GCDH	ENST00000222214	.	.	4.469312e-01	1	.
C5orf52	ENST00000409999	.	.	4.473397e-01	1	.
SGOL2	ENST00000357799	.	.	4.474768e-01	1	.
CIDEA	ENST00000320477	.	.	4.475111e-01	1	.
PPARGC1A	ENST00000264867	.	.	4.475170e-01	1	.
BTBD8	ENST00000342818	.	.	4.476388e-01	1	.
POU2F2	ENST00000526816	.	.	4.479500e-01	1	.
AFTPH	ENST00000238855	.	.	4.480137e-01	1	.
IMPA2	ENST00000269159	.	.	4.480590e-01	1	.
ZNF286A	ENST00000464847	.	.	4.481908e-01	1	.
BPNT1	ENST00000469520	.	.	4.482120e-01	1	.
OR51E1	ENST00000396952	.	.	4.482553e-01	1	.
WDR45	ENST00000356463	.	.	4.482791e-01	1	.
GMNN	ENST00000230056	.	.	4.482898e-01	1	.
BTNL3	ENST00000342868	.	.	4.483092e-01	1	.
C1orf87	ENST00000371201	.	.	4.483224e-01	1	.
PDE1A	ENST00000435564	.	.	4.483478e-01	1	.
NARG2	ENST00000261520	.	.	4.483618e-01	1	.
ST3GAL5	ENST00000377332	.	.	4.483619e-01	1	.
LRRC6	ENST00000250173	.	.	4.483635e-01	1	.
ADIPOR2	ENST00000357103	.	.	4.483709e-01	1	.
RHOT1	ENST00000358365	.	.	4.484414e-01	1	.
DNAI2	ENST00000446837	.	.	4.485471e-01	1	.
CNST	ENST00000366513	.	.	4.485534e-01	1	.
ELP3	ENST00000256398	.	.	4.487089e-01	1	.
GPR123	ENST00000607359	.	.	4.488801e-01	1	.
LPCAT3	ENST00000261407	.	.	4.489306e-01	1	.
CYP4F3	ENST00000221307	.	.	4.489875e-01	1	.
PARG	ENST00000402038	.	.	4.491260e-01	1	.
FMN2	ENST00000319653	.	.	4.492801e-01	1	.
AKIRIN1	ENST00000432648	.	.	4.492833e-01	1	.
HMGN5	ENST00000358130	.	.	4.494529e-01	1	.
H6PD	ENST00000377403	.	.	4.494813e-01	1	.
UEVLD	ENST00000396197	.	.	4.495881e-01	1	.
TEAD1	ENST00000361985	.	.	4.496119e-01	1	.
ZNF223	ENST00000434772	.	.	4.497556e-01	1	.
PYGM	ENST00000164139	.	.	4.497761e-01	1	.
RAD9A	ENST00000307980	.	.	4.498156e-01	1	.
CD55	ENST00000314754	.	.	4.498559e-01	1	.
HAUS2	ENST00000260372	.	.	4.499366e-01	1	.
TMEM196	ENST00000405764	.	.	4.499742e-01	1	.
LUZP4	ENST00000371920	.	.	4.500528e-01	1	.
RPL7A	ENST00000323345	.	.	4.500656e-01	1	.
KRTAP10-2	ENST00000391621	.	.	4.500889e-01	1	.
ATP6V1F	ENST00000492758	.	.	4.500921e-01	1	.
JMJD6	ENST00000445478	.	.	4.503206e-01	1	.
TYRO3	ENST00000263798	.	.	4.504899e-01	1	.
LRRC19	ENST00000380055	.	.	4.505502e-01	1	.
TDP2	ENST00000378198	.	.	4.506181e-01	1	.
SRRT	ENST00000347433	.	.	4.507782e-01	1	.
RBBP5	ENST00000264515	.	.	4.507963e-01	1	.
C12orf74	ENST00000397833	.	.	4.508226e-01	1	.
PDCD2L	ENST00000246535	.	.	4.508237e-01	1	.
RUVBL2	ENST00000595090	.	.	4.514397e-01	1	.
AIRE	ENST00000291582	.	.	4.514797e-01	1	.
TAAR5	ENST00000258034	.	.	4.515073e-01	1	.
IL24	ENST00000391929	.	.	4.517024e-01	1	.
LSP1	ENST00000381775	.	.	4.517191e-01	1	.
GPR61	ENST00000527748	.	.	4.517240e-01	1	.
TRIM69	ENST00000559390	.	.	4.517280e-01	1	.
PLAC8L1	ENST00000311450	.	.	4.517465e-01	1	.
ZC3H6	ENST00000409871	.	.	4.517961e-01	1	.
RND1	ENST00000309739	.	.	4.518050e-01	1	.
USE1	ENST00000263897	.	.	4.518263e-01	1	.
CTDSPL2	ENST00000260327	.	.	4.520686e-01	1	.
SDPR	ENST00000304141	.	.	4.520793e-01	1	.
WBSCR27	ENST00000297873	.	.	4.524697e-01	1	.
HDHD3	ENST00000238379	.	.	4.524704e-01	1	.
ANKLE1	ENST00000394458	.	.	4.525967e-01	1	.
TPPP2	ENST00000321760	.	.	4.528806e-01	1	.
SOHLH2	ENST00000554962	.	.	4.529587e-01	1	.
NDUFB7	ENST00000215565	.	.	4.530926e-01	1	.
STAT3	ENST00000264657	.	.	4.531279e-01	1	.
TEF	ENST00000406644	.	.	4.532276e-01	1	.
VEZF1	ENST00000581208	.	.	4.532346e-01	1	.
GREM1	ENST00000300177	.	.	4.532756e-01	1	.
KATNA1	ENST00000367411	.	.	4.533420e-01	1	.
SUPT16H	ENST00000216297	.	.	4.533658e-01	1	.
GALNT3	ENST00000392701	.	.	4.534708e-01	1	.
MED23	ENST00000368068	.	.	4.535123e-01	1	.
CAPZB	ENST00000375142	.	.	4.535843e-01	1	.
SULF1	ENST00000260128	.	.	4.541598e-01	1	.
ARFRP1	ENST00000359715	.	.	4.541879e-01	1	.
SLC20A1	ENST00000272542	.	.	4.542121e-01	1	.
GEMIN6	ENST00000281950	.	.	4.542262e-01	1	.
PNPLA1	ENST00000394571	.	.	4.542320e-01	1	.
COG7	ENST00000307149	.	.	4.542331e-01	1	.
C21orf33	ENST00000291577	.	.	4.543657e-01	1	.
RAB30	ENST00000533486	.	.	4.547306e-01	1	.
LRRC3B	ENST00000396641	.	.	4.547360e-01	1	.
ITLN1	ENST00000326245	.	.	4.547637e-01	1	.
TRHR	ENST00000518632	.	.	4.547982e-01	1	.
KRTAP13-3	ENST00000390690	.	.	4.548783e-01	1	.
GRB10	ENST00000398812	.	.	4.548897e-01	1	.
TNKS1BP1	ENST00000532437	.	.	4.549866e-01	1	.
SLC16A9	ENST00000395348	.	.	4.550174e-01	1	.
MOSPD3	ENST00000393950	.	.	4.551049e-01	1	.
GSDMC	ENST00000276708	.	.	4.551237e-01	1	.
EIF2AK4	ENST00000263791	.	.	4.551704e-01	1	.
C1R	ENST00000542285	.	.	4.552242e-01	1	.
TOX4	ENST00000405508	.	.	4.552608e-01	1	.
RPRM	ENST00000325926	.	.	4.554181e-01	1	.
CDC42EP5	ENST00000301200	.	.	4.555251e-01	1	.
CRYGN	ENST00000337323	.	.	4.555730e-01	1	.
SERPINH1	ENST00000524558	.	.	4.557019e-01	1	.
KLF8	ENST00000468660	.	.	4.558942e-01	1	.
UBFD1	ENST00000395878	.	.	4.559688e-01	1	.
PLEKHF2	ENST00000315367	.	.	4.560385e-01	1	.
OR8D4	ENST00000321355	.	.	4.560591e-01	1	.
NR6A1	ENST00000487099	.	.	4.560918e-01	1	.
CHMP4A	ENST00000347519	.	.	4.561334e-01	1	.
SLC13A4	ENST00000354042	.	.	4.561628e-01	1	.
DLEU7	ENST00000400393	.	.	4.562028e-01	1	.
YTHDC1	ENST00000344157	.	.	4.562088e-01	1	.
ZBTB44	ENST00000525842	.	.	4.562351e-01	1	.
DRD3	ENST00000383673	.	.	4.563197e-01	1	.
GBA3	ENST00000508166	.	.	4.563217e-01	1	.
VIT	ENST00000379242	.	.	4.563407e-01	1	.
LY6H	ENST00000414417	.	.	4.563785e-01	1	.
ANXA6	ENST00000354546	.	.	4.565220e-01	1	.
KRTAP9-9	ENST00000394008	.	.	4.566157e-01	1	.
RAB32	ENST00000367495	.	.	4.568093e-01	1	.
RACGAP1	ENST00000434422	.	.	4.568663e-01	1	.
INTS8	ENST00000523731	.	.	4.570625e-01	1	.
PSG7	ENST00000406070	.	.	4.571038e-01	1	.
PRPF40A	ENST00000410080	.	.	4.573287e-01	1	.
PDHB	ENST00000302746	.	.	4.574261e-01	1	.
CIDEB	ENST00000336557	.	.	4.575243e-01	1	.
GNAT1	ENST00000232461	.	.	4.575947e-01	1	.
DUSP15	ENST00000339738	.	.	4.577860e-01	1	.
CTU2	ENST00000453996	.	.	4.578361e-01	1	.
CDC5L	ENST00000371477	.	.	4.578551e-01	1	.
FAM166B	ENST00000399742	.	.	4.580358e-01	1	.
TTC14	ENST00000296015	.	.	4.581170e-01	1	.
OR2B11	ENST00000318749	.	.	4.581804e-01	1	.
SH2D7	ENST00000328828	.	.	4.581840e-01	1	.
ACVR2B	ENST00000352511	.	.	4.583085e-01	1	.
LRRC4B	ENST00000599957	.	.	4.583087e-01	1	.
SOX5	ENST00000451604	.	.	4.583864e-01	1	.
KLF10	ENST00000285407	.	.	4.587679e-01	1	.
NOP56	ENST00000329276	.	.	4.588702e-01	1	.
SIRPB1	ENST00000381605	.	.	4.588889e-01	1	.
CDCA5	ENST00000275517	.	.	4.589406e-01	1	.
ZFP82	ENST00000392161	.	.	4.590981e-01	1	.
ECT2	ENST00000392692	.	.	4.594654e-01	1	.
HOPX	ENST00000554144	.	.	4.594937e-01	1	.
TRPC4AP	ENST00000252015	.	.	4.595402e-01	1	.
LPCAT1	ENST00000283415	.	.	4.595505e-01	1	.
RBM6	ENST00000266022	.	.	4.595980e-01	1	.
LRRC52	ENST00000294818	.	.	4.596361e-01	1	.
TRIM34	ENST00000514226	.	.	4.598276e-01	1	.
CDIPT	ENST00000219789	.	.	4.599725e-01	1	.
GSTA2	ENST00000493422	.	.	4.601177e-01	1	.
CHD5	ENST00000262450	.	.	4.601403e-01	1	.
PSD4	ENST00000245796	.	.	4.602343e-01	1	.
RUNX1T1	ENST00000436581	.	.	4.602467e-01	1	.
MYOZ1	ENST00000359322	.	.	4.603349e-01	1	.
C17orf96	ENST00000325814	.	.	4.603778e-01	1	.
RPL10	ENST00000424325	.	.	4.604199e-01	1	.
PQBP1	ENST00000218224	.	.	4.604574e-01	1	.
THY1	ENST00000284240	.	.	4.605699e-01	1	.
SYT6	ENST00000609117	.	.	4.609720e-01	1	.
SUCLA2	ENST00000378654	.	.	4.609727e-01	1	.
SYNGR4	ENST00000344846	.	.	4.610428e-01	1	.
CACNB1	ENST00000394303	.	.	4.610988e-01	1	.
LRP3	ENST00000253193	.	.	4.611103e-01	1	.
TULP2	ENST00000221399	.	.	4.614821e-01	1	.
SH3BP5L	ENST00000366472	.	.	4.615135e-01	1	.
POLR1C	ENST00000372389	.	.	4.615159e-01	1	.
C3orf67	ENST00000295966	.	.	4.615380e-01	1	.
MRPL48	ENST00000310614	.	.	4.616548e-01	1	.
AP4S1	ENST00000554609	.	.	4.618120e-01	1	.
ATP6V1E2	ENST00000306448	.	.	4.618145e-01	1	.
TIGIT	ENST00000486257	.	.	4.618555e-01	1	.
DFNA5	ENST00000342947	.	.	4.618708e-01	1	.
CBLL1	ENST00000440859	.	.	4.619835e-01	1	.
FOXK1	ENST00000446823	.	.	4.621436e-01	1	.
ADCK1	ENST00000238561	.	.	4.621633e-01	1	.
RBMS2	ENST00000262031	.	.	4.623705e-01	1	.
AGTRAP	ENST00000314340	.	.	4.628898e-01	1	.
USP5	ENST00000229268	.	.	4.629160e-01	1	.
OR5V1	ENST00000377154	.	.	4.629784e-01	1	.
CFHR4	ENST00000367416	.	.	4.630980e-01	1	.
PLXNA3	ENST00000369682	.	.	4.631333e-01	1	.
DDX11	ENST00000407793	.	.	4.631494e-01	1	.
C6orf62	ENST00000378119	.	.	4.631637e-01	1	.
OR7A10	ENST00000248058	.	.	4.632100e-01	1	.
PALM3	ENST00000340790	.	.	4.632836e-01	1	.
MARK4	ENST00000262891	.	.	4.633361e-01	1	.
KITLG	ENST00000228280	.	.	4.634750e-01	1	.
CTF1	ENST00000279804	.	.	4.635456e-01	1	.
DDAH2	ENST00000375789	.	.	4.635678e-01	1	.
TSPAN9	ENST00000011898	.	.	4.636175e-01	1	.
SLC4A1	ENST00000262418	.	.	4.637353e-01	1	.
EIF4G2	ENST00000526148	.	.	4.639570e-01	1	.
ZNF385B	ENST00000410066	.	.	4.639864e-01	1	.
RNF43	ENST00000584437	.	.	4.640387e-01	1	.
AIM1	ENST00000369066	.	.	4.641209e-01	1	.
C19orf69	ENST00000378187	.	.	4.641282e-01	1	.
SOS1	ENST00000426016	.	.	4.641737e-01	1	.
DET1	ENST00000564406	.	.	4.644824e-01	1	.
RAB9A	ENST00000464506	.	.	4.646591e-01	1	.
MS4A13	ENST00000378186	.	.	4.649402e-01	1	.
GLT8D2	ENST00000360814	.	.	4.650206e-01	1	.
SLC7A4	ENST00000382932	.	.	4.650286e-01	1	.
CHIC2	ENST00000263921	.	.	4.650289e-01	1	.
ADAMTS10	ENST00000270328	.	.	4.650514e-01	1	.
NCR3	ENST00000340027	.	.	4.651597e-01	1	.
LRRC56	ENST00000270115	.	.	4.655021e-01	1	.
NDN	ENST00000331837	.	.	4.656928e-01	1	.
APBB1	ENST00000299402	.	.	4.657582e-01	1	.
KDM3B	ENST00000314358	.	.	4.658059e-01	1	.
POLR3D	ENST00000397802	.	.	4.658141e-01	1	.
SIGLEC10	ENST00000356298	.	.	4.660059e-01	1	.
GPX2	ENST00000389614	.	.	4.660311e-01	1	.
RPH3A	ENST00000389385	.	.	4.660533e-01	1	.
ZNF195	ENST00000399602	.	.	4.661823e-01	1	.
NME5	ENST00000265191	.	.	4.662837e-01	1	.
STMN2	ENST00000518111	.	.	4.665152e-01	1	.
SPATA20	ENST00000006658	.	.	4.665561e-01	1	.
TPM1	ENST00000358278	.	.	4.666800e-01	1	.
IL9R	ENST00000244174	.	.	4.669462e-01	1	.
LYPLA1	ENST00000316963	.	.	4.670043e-01	1	.
FAM160B2	ENST00000289921	.	.	4.671734e-01	1	.
DOK5	ENST00000262593	.	.	4.673556e-01	1	.
CD99	ENST00000381192	.	.	4.674068e-01	1	.
IMPAD1	ENST00000262644	.	.	4.674180e-01	1	.
PXDNL	ENST00000356297	.	.	4.674634e-01	1	.
TATDN2	ENST00000287652	.	.	4.675313e-01	1	.
PLAC1	ENST00000359237	.	.	4.675422e-01	1	.
PAX8	ENST00000429538	.	.	4.676891e-01	1	.
RNF31	ENST00000324103	.	.	4.677449e-01	1	.
FRS3	ENST00000373018	.	.	4.677757e-01	1	.
GJB2	ENST00000382844	.	.	4.678571e-01	1	.
CYP8B1	ENST00000316161	.	.	4.680064e-01	1	.
ARHGAP15	ENST00000295095	.	.	4.680295e-01	1	.
ACTRT2	ENST00000378404	.	.	4.681148e-01	1	.
PARP10	ENST00000313028	.	.	4.682222e-01	1	.
ABHD4	ENST00000428304	.	.	4.683599e-01	1	.
KLHL38	ENST00000325995	.	.	4.683680e-01	1	.
NEUROD6	ENST00000297142	.	.	4.683827e-01	1	.
CLDN20	ENST00000367165	.	.	4.684748e-01	1	.
TMEM45B	ENST00000281441	.	.	4.686653e-01	1	.
LRRC57	ENST00000323443	.	.	4.687370e-01	1	.
SIRT2	ENST00000249396	.	.	4.688146e-01	1	.
TUBB	ENST00000327892	.	.	4.689006e-01	1	.
CTRL	ENST00000574481	.	.	4.692172e-01	1	.
NFIX	ENST00000397661	.	.	4.692760e-01	1	.
IFNB1	ENST00000380232	.	.	4.693484e-01	1	.
SNX18	ENST00000381410	.	.	4.693576e-01	1	.
GLO1	ENST00000373365	.	.	4.693682e-01	1	.
DUSP8	ENST00000397374	.	.	4.693820e-01	1	.
NPM1	ENST00000296930	.	.	4.695328e-01	1	.
RHOC	ENST00000285735	.	.	4.695958e-01	1	.
PPP2R2C	ENST00000382599	.	.	4.697819e-01	1	.
HMGB3	ENST00000325307	.	.	4.698002e-01	1	.
CCDC33	ENST00000398814	.	.	4.700050e-01	1	.
RAB8B	ENST00000321437	.	.	4.700414e-01	1	.
OR5M3	ENST00000312240	.	.	4.700551e-01	1	.
PADI1	ENST00000375471	.	.	4.702969e-01	1	.
SLC5A12	ENST00000396005	.	.	4.704059e-01	1	.
RGS5	ENST00000530507	.	.	4.705732e-01	1	.
C5orf15	ENST00000231512	.	.	4.706612e-01	1	.
AASDH	ENST00000205214	.	.	4.706626e-01	1	.
PGLYRP2	ENST00000340880	.	.	4.707115e-01	1	.
WSB1	ENST00000262394	.	.	4.707525e-01	1	.
SLC25A23	ENST00000301454	.	.	4.708268e-01	1	.
TRIM65	ENST00000269383	.	.	4.710409e-01	1	.
AP2A2	ENST00000448903	.	.	4.711846e-01	1	.
PSMD8	ENST00000215071	.	.	4.711992e-01	1	.
ZNF143	ENST00000396602	.	.	4.713791e-01	1	.
PPP1R10	ENST00000376511	.	.	4.715849e-01	1	.
KIAA1244	ENST00000251691	.	.	4.716023e-01	1	.
TAF4B	ENST00000269142	.	.	4.716247e-01	1	.
BMPR1B	ENST00000440890	.	.	4.716916e-01	1	.
NANS	ENST00000210444	.	.	4.717045e-01	1	.
DLG1	ENST00000346964	.	.	4.717466e-01	1	.
CETN2	ENST00000370277	.	.	4.717542e-01	1	.
ZBTB10	ENST00000430430	.	.	4.717847e-01	1	.
C16orf45	ENST00000300006	.	.	4.718147e-01	1	.
ZCCHC14	ENST00000268616	.	.	4.719111e-01	1	.
ELK3	ENST00000228741	.	.	4.720201e-01	1	.
C19orf43	ENST00000242784	.	.	4.720458e-01	1	.
HLA-G	ENST00000428701	.	.	4.722335e-01	1	.
HK2	ENST00000290573	.	.	4.722607e-01	1	.
PZP	ENST00000261336	.	.	4.723375e-01	1	.
IL17A	ENST00000340057	.	.	4.724929e-01	1	.
SAMD5	ENST00000367474	.	.	4.725672e-01	1	.
TMED10	ENST00000303575	.	.	4.725815e-01	1	.
AR	ENST00000374690	.	.	4.726303e-01	1	.
ZSCAN12	ENST00000361028	.	.	4.726924e-01	1	.
GDPD4	ENST00000315938	.	.	4.728061e-01	1	.
GMPPA	ENST00000358215	.	.	4.728735e-01	1	.
ANKFY1	ENST00000570535	.	.	4.729101e-01	1	.
CCT5	ENST00000280326	.	.	4.731083e-01	1	.
TMEM150A	ENST00000409668	.	.	4.733687e-01	1	.
MOB2	ENST00000329957	.	.	4.734104e-01	1	.
SCG2	ENST00000305409	.	.	4.734219e-01	1	.
GFI1	ENST00000370332	.	.	4.734382e-01	1	.
SNF8	ENST00000502492	.	.	4.735945e-01	1	.
DHRS3	ENST00000376223	.	.	4.737986e-01	1	.
FSTL1	ENST00000295633	.	.	4.739880e-01	1	.
GRM4	ENST00000538487	.	.	4.741382e-01	1	.
C9orf142	ENST00000371620	.	.	4.744214e-01	1	.
AGXT	ENST00000307503	.	.	4.744898e-01	1	.
RNASE11	ENST00000610205	.	.	4.745168e-01	1	.
TTBK1	ENST00000259750	.	.	4.745353e-01	1	.
NEFH	ENST00000310624	.	.	4.745682e-01	1	.
OR1M1	ENST00000429566	.	.	4.748783e-01	1	.
OR7D2	ENST00000344248	.	.	4.748911e-01	1	.
SGCB	ENST00000381431	.	.	4.749035e-01	1	.
B4GALT3	ENST00000319769	.	.	4.749753e-01	1	.
VPS25	ENST00000253794	.	.	4.750251e-01	1	.
PRR5	ENST00000403581	.	.	4.750644e-01	1	.
SAAL1	ENST00000524803	.	.	4.751425e-01	1	.
ZNF41	ENST00000377065	.	.	4.753010e-01	1	.
OR2L2	ENST00000366479	.	.	4.753817e-01	1	.
OR4K15	ENST00000305051	.	.	4.754347e-01	1	.
MYB	ENST00000341911	.	.	4.754816e-01	1	.
MBNL1	ENST00000282486	.	.	4.756423e-01	1	.
FAM175B	ENST00000298492	.	.	4.756625e-01	1	.
DHX16	ENST00000376442	.	.	4.757946e-01	1	.
PTGIR	ENST00000291294	.	.	4.759045e-01	1	.
TAS2R9	ENST00000240691	.	.	4.760395e-01	1	.
SPOCK3	ENST00000357154	.	.	4.760600e-01	1	.
ARF5	ENST00000000233	.	.	4.761923e-01	1	.
SCG3	ENST00000220478	.	.	4.762318e-01	1	.
MSH4	ENST00000263187	.	.	4.763058e-01	1	.
MYEOV2	ENST00000307266	.	.	4.765341e-01	1	.
PPEF2	ENST00000286719	.	.	4.768347e-01	1	.
AK2	ENST00000354858	.	.	4.769693e-01	1	.
RLN2	ENST00000381627	.	.	4.770935e-01	1	.
CCAR1	ENST00000265872	.	.	4.771286e-01	1	.
ZEB1	ENST00000361642	.	.	4.773038e-01	1	.
ERG	ENST00000417133	.	.	4.774129e-01	1	.
TIGD7	ENST00000396862	.	.	4.774779e-01	1	.
CDH7	ENST00000397968	.	.	4.775449e-01	1	.
SLC2A3	ENST00000075120	.	.	4.776073e-01	1	.
AKT3	ENST00000366539	.	.	4.776454e-01	1	.
OR6K6	ENST00000368144	.	.	4.776575e-01	1	.
C19orf35	ENST00000342063	.	.	4.778210e-01	1	.
FOXRED1	ENST00000263578	.	.	4.781185e-01	1	.
RGAG1	ENST00000465301	.	.	4.782641e-01	1	.
TRIM23	ENST00000231524	.	.	4.783875e-01	1	.
OR8G1	ENST00000341493	.	.	4.785538e-01	1	.
SLC30A6	ENST00000379343	.	.	4.786198e-01	1	.
KLK2	ENST00000325321	.	.	4.786290e-01	1	.
CORO6	ENST00000345068	.	.	4.786426e-01	1	.
DCAF5	ENST00000341516	.	.	4.786524e-01	1	.
COL9A3	ENST00000343916	.	.	4.786752e-01	1	.
ZNF695	ENST00000487338	.	.	4.787888e-01	1	.
IRAK3	ENST00000261233	.	.	4.789516e-01	1	.
ZC3H11A	ENST00000545588	.	.	4.789751e-01	1	.
CD302	ENST00000259053	.	.	4.789843e-01	1	.
SCO2	ENST00000543927	.	.	4.789937e-01	1	.
EDA	ENST00000374552	.	.	4.790353e-01	1	.
RAPGEF1	ENST00000372190	.	.	4.793641e-01	1	.
C11orf40	ENST00000307616	.	.	4.795578e-01	1	.
TMCO6	ENST00000394671	.	.	4.795714e-01	1	.
GJD4	ENST00000321660	.	.	4.795994e-01	1	.
MINPP1	ENST00000371996	.	.	4.796607e-01	1	.
KIAA1257	ENST00000265068	.	.	4.798357e-01	1	.
B9D2	ENST00000243578	.	.	4.798389e-01	1	.
FAM19A2	ENST00000416284	.	.	4.798605e-01	1	.
ATP13A1	ENST00000357324	.	.	4.798728e-01	1	.
RPS6KB1	ENST00000225577	.	.	4.799316e-01	1	.
RNF128	ENST00000418562	.	.	4.799855e-01	1	.
ABCC8	ENST00000389817	.	.	4.801596e-01	1	.
TAS2R10	ENST00000240619	.	.	4.802297e-01	1	.
INS-IGF2	ENST00000397270	.	.	4.802479e-01	1	.
OR51T1	ENST00000380378	.	.	4.803610e-01	1	.
ATP1A2	ENST00000361216	.	.	4.804250e-01	1	.
SLC26A6	ENST00000395550	.	.	4.805353e-01	1	.
N4BP3	ENST00000274605	.	.	4.806756e-01	1	.
RORA	ENST00000335670	.	.	4.807749e-01	1	.
C17orf77	ENST00000392620	.	.	4.808559e-01	1	.
FBXL20	ENST00000264658	.	.	4.808716e-01	1	.
CELA1	ENST00000293636	.	.	4.809449e-01	1	.
GLRA4	ENST00000372617	.	.	4.812538e-01	1	.
OCIAD1	ENST00000381473	.	.	4.813367e-01	1	.
CDC27	ENST00000531206	.	.	4.813434e-01	1	.
T	ENST00000296946	.	.	4.814217e-01	1	.
E2F8	ENST00000527884	.	.	4.814283e-01	1	.
POLR2I	ENST00000221859	.	.	4.814493e-01	1	.
ALG1L	ENST00000340333	.	.	4.815914e-01	1	.
ARFGEF2	ENST00000371917	.	.	4.816446e-01	1	.
USP29	ENST00000254181	.	.	4.816474e-01	1	.
PRKRIR	ENST00000260045	.	.	4.816663e-01	1	.
LCMT2	ENST00000305641	.	.	4.817280e-01	1	.
LCMT1	ENST00000399069	.	.	4.817778e-01	1	.
GLB1L	ENST00000295759	.	.	4.817971e-01	1	.
ZCCHC24	ENST00000372336	.	.	4.818629e-01	1	.
PCMTD1	ENST00000360540	.	.	4.818724e-01	1	.
SDF2	ENST00000247020	.	.	4.818766e-01	1	.
ZNF639	ENST00000326361	.	.	4.820580e-01	1	.
VPS36	ENST00000378060	.	.	4.820773e-01	1	.
SURF4	ENST00000371989	.	.	4.821723e-01	1	.
ECEL1	ENST00000304546	.	.	4.822486e-01	1	.
OR56A3	ENST00000329564	.	.	4.823313e-01	1	.
FAM71A	ENST00000294829	.	.	4.824649e-01	1	.
ZBTB1	ENST00000394712	.	.	4.825702e-01	1	.
SPTBN2	ENST00000533211	.	.	4.828093e-01	1	.
ZNF630	ENST00000409324	.	.	4.828352e-01	1	.
ARHGAP25	ENST00000409202	.	.	4.829567e-01	1	.
TAS1R3	ENST00000339381	.	.	4.830455e-01	1	.
KHNYN	ENST00000251343	.	.	4.831240e-01	1	.
APBA2	ENST00000558402	.	.	4.832046e-01	1	.
TP63	ENST00000264731	.	.	4.832360e-01	1	.
LRRC45	ENST00000306688	.	.	4.832969e-01	1	.
YY1AP1	ENST00000368339	.	.	4.836557e-01	1	.
COMMD9	ENST00000263401	.	.	4.836878e-01	1	.
WTAP	ENST00000358372	.	.	4.837801e-01	1	.
TLE4	ENST00000376552	.	.	4.840398e-01	1	.
RAB6A	ENST00000310653	.	.	4.842156e-01	1	.
NUDT18	ENST00000309188	.	.	4.842232e-01	1	.
STMN1	ENST00000426559	.	.	4.843254e-01	1	.
LRFN3	ENST00000588831	.	.	4.843620e-01	1	.
MAN1A1	ENST00000368468	.	.	4.845773e-01	1	.
TMC2	ENST00000358864	.	.	4.846649e-01	1	.
UTP11L	ENST00000373014	.	.	4.847288e-01	1	.
FUT3	ENST00000303225	.	.	4.847391e-01	1	.
MPDU1	ENST00000250124	.	.	4.848280e-01	1	.
AHDC1	ENST00000374011	.	.	4.848746e-01	1	.
CAB39	ENST00000258418	.	.	4.848823e-01	1	.
ANKRD52	ENST00000267116	.	.	4.850484e-01	1	.
HMGCR	ENST00000287936	.	.	4.853708e-01	1	.
TGM3	ENST00000381458	.	.	4.854014e-01	1	.
CARKD	ENST00000309957	.	.	4.854757e-01	1	.
XKRX	ENST00000372956	.	.	4.854814e-01	1	.
NCKAP1L	ENST00000293373	.	.	4.854956e-01	1	.
TREX1	ENST00000422277	.	.	4.855390e-01	1	.
ELF5	ENST00000312319	.	.	4.855627e-01	1	.
CBFA2T3	ENST00000268679	.	.	4.855808e-01	1	.
ALPP	ENST00000392027	.	.	4.856706e-01	1	.
ITGA9	ENST00000264741	.	.	4.857026e-01	1	.
PRKX	ENST00000262848	.	.	4.857272e-01	1	.
GAB1	ENST00000262995	.	.	4.858092e-01	1	.
ABHD14A	ENST00000273596	.	.	4.858692e-01	1	.
KIAA2018	ENST00000316407	.	.	4.859580e-01	1	.
DFFB	ENST00000378209	.	.	4.859821e-01	1	.
C1orf43	ENST00000368521	.	.	4.861593e-01	1	.
OR5D13	ENST00000361760	.	.	4.862813e-01	1	.
THBD	ENST00000377103	.	.	4.862979e-01	1	.
PGLYRP1	ENST00000008938	.	.	4.863425e-01	1	.
TMEFF1	ENST00000374879	.	.	4.863921e-01	1	.
PLD4	ENST00000392593	.	.	4.865477e-01	1	.
SHMT2	ENST00000328923	.	.	4.866125e-01	1	.
NXF3	ENST00000395065	.	.	4.866229e-01	1	.
CD82	ENST00000227155	.	.	4.867477e-01	1	.
SIGLEC11	ENST00000447370	.	.	4.868029e-01	1	.
SLC43A1	ENST00000278426	.	.	4.868800e-01	1	.
RAB43	ENST00000315150	.	.	4.872164e-01	1	.
GPR83	ENST00000243673	.	.	4.872612e-01	1	.
